seed,gt_map,s,along_track_err_m,lateral_err_m,num_inliers,residual,lambda_along_raw,lambda_along_cal,lambda_min_raw,lambda_min_cal,ratio
0,0,76.0,-0.7520615253308307,0.05178602901237654,1007,15.424898876824475,572.0056678836255,37120.35184955363,571.7517097501569,37103.87121693282,0.001729637194837761
0,0,76.5,-0.7527591247970236,0.05244444414946994,996,10.687841401518806,552.100338366819,51140.29245470265,552.0382255604583,51134.53903116398,0.0016714681341650378
0,0,77.0,-0.7807284398011944,0.05465217015024691,999,10.879372453250122,551.0191008370633,50293.52285551579,550.6542976270425,50260.225936129376,0.0016490401673794168
0,0,77.5,-0.7955573845651287,0.05493459760557486,1003,13.8924446177563,565.7557522946153,40601.8163510829,564.9503991494367,40544.01967757904,0.0017199017112141776
0,0,78.0,-0.8151833783663136,0.05731966417116149,1011,10.20194448622319,576.8124396358214,56822.15803240535,576.4365567773975,56785.12957442598,0.0017268964881257608
0,0,78.5,-0.8089708361639225,0.057569339214053765,991,10.532548522363705,554.1249309520111,51821.55637154759,554.0259297321584,51812.29781448061,0.0016646456628319562
0,0,79.0,-0.8321671137219937,0.059264100578026814,1016,9.746796196634628,556.4652050488965,57663.03570535752,556.4511408908261,57661.578323940645,0.0016685765188822904
0,0,79.5,-0.8441814700435515,0.059828391675639664,997,11.02859817461528,568.2760439934974,51063.74814650469,567.3722213203887,50982.533085907744,0.001713047127710506
0,0,80.0,-0.8487170131318749,0.061297534456411555,1003,10.851646448510916,555.8089817898647,51065.20540212913,555.453520187546,51032.5472042056,0.0016575133583471575
0,0,80.5,-0.8662530350083415,0.06208276271499474,1007,12.462396736773815,566.6527936793115,45514.47514098551,566.6061651225336,45510.72985937392,0.0017086147096970934
0,0,81.0,-0.8756181494212285,0.06436019825861632,1008,10.004471400043483,557.4375338131646,55830.27693780635,557.2247891255614,55808.96944753981,0.0016770467780860127
0,0,81.5,-0.896681804960636,0.0640247962920896,1012,11.644732849311005,590.4334031750565,51008.12627309446,590.2950159305899,50996.17086203137,0.0017820300856510852
0,0,82.0,-0.8900177500050717,0.0662476668361032,1005,13.74099108717592,582.7883126454478,42369.980494067735,582.400466580155,42341.78323982534,0.0017527227141051766
0,0,82.5,-0.888123622945642,0.06691573198042339,1001,12.128280305982607,555.132948066875,45542.918648909785,554.5294604365673,45493.40872854128,0.0016643911797092
0,0,83.0,-0.8966198598089932,0.06841183647992839,999,13.47405303631021,545.8464054568974,40227.35246462482,545.3519138233092,40190.90981512435,0.0016484766913357173
0,0,83.5,-0.9061623025638283,0.0697370263664286,1005,10.256623115271188,558.7135433881591,54418.96651284073,558.3110640029596,54379.76482810536,0.001670133158947441
0,0,84.0,-0.9105464510335963,0.0703402573149362,1001,12.08797528690551,556.7627650939291,45828.92818026903,556.5433699315214,45810.8690610688,0.0016901659099693355
0,0,84.5,-0.9194966813549996,0.07216797607062946,1022,12.759112452397815,570.7579719478441,45449.09386624546,569.9423228763042,45384.14425005732,0.001710687710779339
0,0,85.0,-0.9168978595714776,0.07307851490108132,1009,13.500206374140031,554.9933480071822,41233.31989335334,554.3327959299222,41184.24407072289,0.001695627043589132
